Book-Title,Book-Author,ISBN,Year-Of-Publication,Image-URL-S,num_ratings,avg_rating
The Language of Letting Go: Daily Meditations for Co-Dependents,Melody Beattie,0062553895,1990,http://images.amazon.com/images/P/0062553895.01.THUMBZZZ.jpg,13.0,2.4615384615384617
"Living, loving &amp; learning",Leo F Buscaglia,044990024X,1983,http://images.amazon.com/images/P/044990024X.01.THUMBZZZ.jpg,12.0,0.5833333333333334
Nofretete's Tochter.,Christian Jacq,3426614561,1999,http://images.amazon.com/images/P/3426614561.01.THUMBZZZ.jpg,8.0,0.875
"Beautician Gets Million - Dollar Tip ! (Silhouette Special Edition, 1589)",Arlene James,0373245890,2004,http://images.amazon.com/images/P/0373245890.01.THUMBZZZ.jpg,8.0,0.625
Let It Snow,Fern Michaels,0821776436,2003,http://images.amazon.com/images/P/0821776436.01.THUMBZZZ.jpg,22.0,2.4545454545454546
Conflict of Interest  (McClouds &amp; Mississippi),Gina Wilkins,0373245319,2003,http://images.amazon.com/images/P/0373245319.01.THUMBZZZ.jpg,18.0,3.111111111111111
The One And Only  (Seven Devils),Laurie Paige,0373245459,2003,http://images.amazon.com/images/P/0373245459.01.THUMBZZZ.jpg,9.0,0.6666666666666666
Completely Smitten  (Hometown Heartbreakers),Susan Mallery,0373245203,2003,http://images.amazon.com/images/P/0373245203.01.THUMBZZZ.jpg,8.0,2.25
Parenting Isn't for Cowards: Dealing Confidently With the Frustrations of Child-Rearing,James C. Dobson,084990630X,1988,http://images.amazon.com/images/P/084990630X.01.THUMBZZZ.jpg,8.0,1.25
"Winter Baby (Four Seasons In Firefly Glen) (Harlequin Superromance, No. 1015)",Kathleen O'Brien,0373710151,2001,http://images.amazon.com/images/P/0373710151.01.THUMBZZZ.jpg,8.0,2.75
"Little Matchmaker (Matchmaker, Matchmaker) (Harlequin Superromance, No 764)",Muriel Jensen,0373707649,1997,http://images.amazon.com/images/P/0373707649.01.THUMBZZZ.jpg,17.0,1.5294117647058822
Your Baby and Child: From Birth to Age Five,Penelope Leach,0679724257,1989,http://images.amazon.com/images/P/0679724257.01.THUMBZZZ.jpg,14.0,2.7142857142857144
An Honest Life (Love Inspired),Dana Corbit,0373872437,2003,http://images.amazon.com/images/P/0373872437.01.THUMBZZZ.jpg,14.0,0.7142857142857143
Pulse Points,Mary Lynn Baxter,1551667312,2003,http://images.amazon.com/images/P/1551667312.01.THUMBZZZ.jpg,11.0,1.5454545454545454
Crown Jewel : A Novel,Fern Michaels,074345779X,2003,http://images.amazon.com/images/P/074345779X.01.THUMBZZZ.jpg,11.0,1.3636363636363635
Scrooge and the Single Girl  (The Sons of Caitlin Bravo),Christine Rimmer,0373245092,2002,http://images.amazon.com/images/P/0373245092.01.THUMBZZZ.jpg,8.0,0.5
Prescribed Danger (Dr. Rhea Lynch Novels),Gwen Hunter,1551669161,2002,http://images.amazon.com/images/P/1551669161.01.THUMBZZZ.jpg,13.0,3.8461538461538463
Beauty &amp; The Blue Angel,Maureen Child,0373765142,2003,http://images.amazon.com/images/P/0373765142.01.THUMBZZZ.jpg,10.0,2.8
Plain Jane &amp; the Hotshot  (Matched in Montana),Meagan Mckinney,0373764936,2003,http://images.amazon.com/images/P/0373764936.01.THUMBZZZ.jpg,9.0,1.1111111111111112
Clay,Jennifer Blake,155166819X,2001,http://images.amazon.com/images/P/155166819X.01.THUMBZZZ.jpg,25.0,1.76
Far from the Tree,Virginia Deberry,0312202911,2000,http://images.amazon.com/images/P/0312202911.01.THUMBZZZ.jpg,11.0,3.909090909090909
Wasted : A Memoir of Anorexia and Bulimia,Marya Hornbacher,0060930934,1999,http://images.amazon.com/images/P/0060930934.01.THUMBZZZ.jpg,20.0,4.55
Something Blue: A Novel,Jean Christopher Spaugh,0393320073,2000,http://images.amazon.com/images/P/0393320073.01.THUMBZZZ.jpg,9.0,2.3333333333333335
Monsieur Ibrahim et les Fleurs du Coran,Eric-Emmanuel Schmitt,2226126260,2003,http://images.amazon.com/images/P/2226126260.01.THUMBZZZ.jpg,8.0,4.375
"Wildwood (Harlequin Historical Romances , Vol 374)",Lynna Banning,037328974X,1997,http://images.amazon.com/images/P/037328974X.01.THUMBZZZ.jpg,10.0,0.0
Scandalous Miss Howard (Mira Historical Romance),Nan Ryan,1551668939,2002,http://images.amazon.com/images/P/1551668939.01.THUMBZZZ.jpg,27.0,0.8518518518518519
HIDDEN TALENTS,Jayne Ann Krentz,0671778714,1993,http://images.amazon.com/images/P/0671778714.01.THUMBZZZ.jpg,12.0,3.25
Scenes of Passion,Suzanne Brockmann,0373765193,2003,http://images.amazon.com/images/P/0373765193.01.THUMBZZZ.jpg,16.0,1.3125
Codependent No More: How to Stop Controlling Others and Start Caring for Yourself,Melody Beattie,0062554468,1992,http://images.amazon.com/images/P/0062554468.01.THUMBZZZ.jpg,25.0,2.52
Baby on the Car Roof and 222 Other Urban Legends: Absolutely True Stories That Happened to a Friend of a Friend of a Friend,Thomas J. Craughwell,1579121470,2000,http://images.amazon.com/images/P/1579121470.01.THUMBZZZ.jpg,11.0,2.1818181818181817
Die weiÃ?Â?e Massai.,Corinne Hofmann,3426614960,2000,http://images.amazon.com/images/P/3426614960.01.THUMBZZZ.jpg,20.0,3.45
Most Wanted,Diana Palmer,155166612X,2000,http://images.amazon.com/images/P/155166612X.01.THUMBZZZ.jpg,9.0,1.8888888888888888
The Hidden Life of Dogs,Elizabeth Marshall Thomas,0395669588,1993,http://images.amazon.com/images/P/0395669588.01.THUMBZZZ.jpg,30.0,2.933333333333333
The Most Important Little Boy In The World - A Novel -,Dean Briggs,0849942551,2001,http://images.amazon.com/images/P/0849942551.01.THUMBZZZ.jpg,9.0,5.555555555555555
Island: The Complete Stories,Alistair MacLeod,0375713042,2002,http://images.amazon.com/images/P/0375713042.01.THUMBZZZ.jpg,8.0,2.25
Food and Loathing: A Lament,Betsy Lerner,0743221834,2003,http://images.amazon.com/images/P/0743221834.01.THUMBZZZ.jpg,9.0,2.3333333333333335
The Silent Passage : Revised and Updated Edition,Gail Sheehy,0671567772,1998,http://images.amazon.com/images/P/0671567772.01.THUMBZZZ.jpg,8.0,1.875
A Return to Love: Relfections on the Principles of a Course in Miracles,Marianne Williamson,0060923415,1993,http://images.amazon.com/images/P/0060923415.01.THUMBZZZ.jpg,15.0,2.3333333333333335
FORBIDDEN RESEARCH,Howard Simon,0671021842,1998,http://images.amazon.com/images/P/0671021842.01.THUMBZZZ.jpg,8.0,1.0
State of Mind,JOHN KATZENBACH,0345422538,1998,http://images.amazon.com/images/P/0345422538.01.THUMBZZZ.jpg,14.0,2.142857142857143
Close to the Bone,David Wiltse,042513976X,1993,http://images.amazon.com/images/P/042513976X.01.THUMBZZZ.jpg,14.0,1.0714285714285714
"A Girl Named Zippy: Growing Up Small in Mooreland, Indiana",HAVEN KIMMEL,0767905318,2002,http://images.amazon.com/images/P/0767905318.01.THUMBZZZ.jpg,17.0,4.9411764705882355
House of Smoke,J. F. Freedman,0451179897,1996,http://images.amazon.com/images/P/0451179897.01.THUMBZZZ.jpg,26.0,1.8846153846153846
The Marx Sisters (Kathy and Brock Mysteries),Barry Maitland,0140291768,2000,http://images.amazon.com/images/P/0140291768.01.THUMBZZZ.jpg,9.0,1.0
Crescent City Kill (Skip Langdon Novels (Paperback)),Julie Smith,0804113971,1998,http://images.amazon.com/images/P/0804113971.01.THUMBZZZ.jpg,9.0,3.0
Help Yourself: Celebrating the Rewards of Resilience and Gratitude,David J. Pelzer,0525945571,2000,http://images.amazon.com/images/P/0525945571.01.THUMBZZZ.jpg,9.0,2.5555555555555554
Mercy Among the Children : A Novel,David Adams Richards,0743448189,2002,http://images.amazon.com/images/P/0743448189.01.THUMBZZZ.jpg,13.0,1.9230769230769231
A Passionate Man,Joanna Trollope,0425176533,2000,http://images.amazon.com/images/P/0425176533.01.THUMBZZZ.jpg,9.0,0.7777777777777778
ROXANNA SLADE: A NOVEL,Reynolds Price,0684853736,1999,http://images.amazon.com/images/P/0684853736.01.THUMBZZZ.jpg,10.0,1.6
Living Loving and Learning,LEO F. BUSCAGLIA,0449901815,1985,http://images.amazon.com/images/P/0449901815.01.THUMBZZZ.jpg,10.0,4.9
Gloria : A Novel,Keith Maillard,0060935979,2001,http://images.amazon.com/images/P/0060935979.01.THUMBZZZ.jpg,8.0,1.25
The Adventures of Augie March (Penguin Great Books of the 20th Century),Saul Bellow,0140189416,1996,http://images.amazon.com/images/P/0140189416.01.THUMBZZZ.jpg,8.0,1.25
The Rainbow Fish,Marcus Pfister,1558585362,1996,http://images.amazon.com/images/P/1558585362.01.THUMBZZZ.jpg,8.0,2.25
Age of Grief,JANE SMILEY,0804103682,1988,http://images.amazon.com/images/P/0804103682.01.THUMBZZZ.jpg,13.0,0.6153846153846154
Dancing at the Harvest Moon: A Novel,K. C. McKinnon,0385489935,1997,http://images.amazon.com/images/P/0385489935.01.THUMBZZZ.jpg,18.0,2.5
"Murder, She Meowed (Mrs. Murphy Mysteries (Paperback))",RITA MAE BROWN,0553572377,1997,http://images.amazon.com/images/P/0553572377.01.THUMBZZZ.jpg,28.0,3.9285714285714284
Rose's Garden,Carrie Brown,0553380281,1999,http://images.amazon.com/images/P/0553380281.01.THUMBZZZ.jpg,18.0,2.5555555555555554
"Wherever You Go, There You Are: Mindfulness Meditation in Everyday Life",Jon Kabat-Zinn,1562827693,1994,http://images.amazon.com/images/P/1562827693.01.THUMBZZZ.jpg,13.0,2.3076923076923075
Tan Veloz Como El Deseo,Laura Esquivel,0385721633,2001,http://images.amazon.com/images/P/0385721633.01.THUMBZZZ.jpg,22.0,2.272727272727273
Les Noces Barbares,Yann Queffelec,207037856X,0,http://images.amazon.com/images/P/207037856X.01.THUMBZZZ.jpg,8.0,2.25
Virgin suicides,Eugenides Jeffrey,2290309494,2000,http://images.amazon.com/images/P/2290309494.01.THUMBZZZ.jpg,11.0,3.6363636363636362
La fÃ©e carabine (Collection Folio),Daniel Pennac,2070381315,1987,http://images.amazon.com/images/P/2070381315.01.THUMBZZZ.jpg,10.0,5.1
The House on the Cliff  (The Hardy Boys Mystery Stories 2),Franklin W. Dixon,0448089025,1991,http://images.amazon.com/images/P/0448089025.01.THUMBZZZ.jpg,19.0,2.4210526315789473
The Juniper Game (Point),Sherryl Jordan,0590447297,1994,http://images.amazon.com/images/P/0590447297.01.THUMBZZZ.jpg,9.0,4.333333333333333
Handbook to Higher Consciousness,Ken Keyes,0960068880,1984,http://images.amazon.com/images/P/0960068880.01.THUMBZZZ.jpg,13.0,2.769230769230769
When the Emperor Was Divine,JULIE OTSUKA,0385721811,2003,http://images.amazon.com/images/P/0385721811.01.THUMBZZZ.jpg,12.0,2.8333333333333335
Genealogy Of Murder (Worldwide Library Mysteries),Lee Martin,0373262396,1997,http://images.amazon.com/images/P/0373262396.01.THUMBZZZ.jpg,8.0,0.875
Painted Truth,Lise McClendon,0373262221,1996,http://images.amazon.com/images/P/0373262221.01.THUMBZZZ.jpg,8.0,0.0
Earth,David Brin,055329024X,1991,http://images.amazon.com/images/P/055329024X.01.THUMBZZZ.jpg,31.0,4.612903225806452
Il birraio di Preston (La memoria),Andrea Camilleri,8838910987,1995,http://images.amazon.com/images/P/8838910987.01.THUMBZZZ.jpg,9.0,4.555555555555555
Vorstadt-krokodile,Grun,3499201712,0,http://images.amazon.com/images/P/3499201712.01.THUMBZZZ.jpg,8.0,2.5
A People's History of the United States: 1492 to Present,Howard Zinn,0060937319,2001,http://images.amazon.com/images/P/0060937319.01.THUMBZZZ.jpg,14.0,4.0
Pippi In the South Seas,Astrid Lindgren,0590015834,0,http://images.amazon.com/images/P/0590015834.01.THUMBZZZ.jpg,12.0,2.5
Take a Thief,Mercedes Lackey,0756400082,2001,http://images.amazon.com/images/P/0756400082.01.THUMBZZZ.jpg,12.0,3.5
Leap of Faith : Memoirs of an Unexpected Life,Queen Noor,0786867175,2003,http://images.amazon.com/images/P/0786867175.01.THUMBZZZ.jpg,24.0,3.7083333333333335
The Heart of the Matter (Essential Penguin),Graham Greene,0140278753,1998,http://images.amazon.com/images/P/0140278753.01.THUMBZZZ.jpg,8.0,1.125
Longitude Uk Edition True Story of a Lone Gen,Dava Sobel,1857025024,0,http://images.amazon.com/images/P/1857025024.01.THUMBZZZ.jpg,9.0,5.0
Alice's Adventures in Wonderland: A Pop-up Adaptation,Lewis Carroll,0689847432,2003,http://images.amazon.com/images/P/0689847432.01.THUMBZZZ.jpg,9.0,1.6666666666666667
The RIVER MIDNIGHT : A NOVEL,Lilian Nattel,0684853035,1999,http://images.amazon.com/images/P/0684853035.01.THUMBZZZ.jpg,13.0,2.923076923076923
Man and His Symbols,Carl G. Jung,0440351839,1997,http://images.amazon.com/images/P/0440351839.01.THUMBZZZ.jpg,13.0,2.3846153846153846
The Fifth Child (Vintage International),Doris May Lessing,0679721827,1989,http://images.amazon.com/images/P/0679721827.01.THUMBZZZ.jpg,14.0,4.285714285714286
Joshua and the children: A parable,Joseph F Girzone,0020199058,1991,http://images.amazon.com/images/P/0020199058.01.THUMBZZZ.jpg,8.0,0.0
Pedro Paramo,Juan Rulfo,0802133908,1994,http://images.amazon.com/images/P/0802133908.01.THUMBZZZ.jpg,9.0,3.111111111111111
When Do Fish Sleep? And Other Imponderables of Everyday Life,David Feldman,0060920114,1990,http://images.amazon.com/images/P/0060920114.01.THUMBZZZ.jpg,10.0,3.5
The Twisted Root,Anne Perry,0345433254,1999,http://images.amazon.com/images/P/0345433254.01.THUMBZZZ.jpg,12.0,5.25
Sarah Bishop (Point),Scott O'Dell,0590446517,1991,http://images.amazon.com/images/P/0590446517.01.THUMBZZZ.jpg,12.0,1.0833333333333333
"Peace, Love and Healing: Bodymind Communication and the Path to Self-Healing : An Exploration","Bernie S., M.D. Siegel",0060160772,1989,http://images.amazon.com/images/P/0060160772.01.THUMBZZZ.jpg,10.0,2.0
"Everyday Grace: Having Hope, Finding Forgiveness, and Making Miracles",Marianne Williamson,1573222305,2002,http://images.amazon.com/images/P/1573222305.01.THUMBZZZ.jpg,11.0,2.3636363636363638
The Secret: Unlocking the Source of Joy &amp; Fulfillment,Michael Berg,1571892044,2002,http://images.amazon.com/images/P/1571892044.01.THUMBZZZ.jpg,8.0,5.125
Among the Heroes: United Flight 93 and the Passengers and Crew Who Fought Back,Jere Longman,0060099089,2002,http://images.amazon.com/images/P/0060099089.01.THUMBZZZ.jpg,12.0,2.5
The Snows of Kilimanjaro and Other Stories (A Scribner classic),Ernest Hemingway,0020518307,1982,http://images.amazon.com/images/P/0020518307.01.THUMBZZZ.jpg,11.0,2.3636363636363638
"Wolves of the Calla (The Dark Tower, Book 5)",Stephen King,1880418568,2003,http://images.amazon.com/images/P/1880418568.01.THUMBZZZ.jpg,43.0,4.744186046511628
Sing It to Her Bones: A Hannah Ives Mystery (Hannah Ives Mysteries),Marcia Talley,0440235170,1999,http://images.amazon.com/images/P/0440235170.01.THUMBZZZ.jpg,8.0,3.375
Body of Evidence (Csi),Max Allan Collins,0743455827,2003,http://images.amazon.com/images/P/0743455827.01.THUMBZZZ.jpg,10.0,4.0
CSI: Cold Burn,Max Allan Collins,0743444078,2003,http://images.amazon.com/images/P/0743444078.01.THUMBZZZ.jpg,15.0,2.8666666666666667
The Ferryman,Christopher Golden,0451205812,2002,http://images.amazon.com/images/P/0451205812.01.THUMBZZZ.jpg,9.0,4.333333333333333
Automated Alice,Jeff Noon,0552144789,1997,http://images.amazon.com/images/P/0552144789.01.THUMBZZZ.jpg,14.0,3.4285714285714284
Wicked Forest (Debeers),V.C. Andrews,067103992X,2002,http://images.amazon.com/images/P/067103992X.01.THUMBZZZ.jpg,31.0,2.6129032258064515
Why Cats Paint: A Theory of Feline Aesthetics,Heather Busch,0898156122,1994,http://images.amazon.com/images/P/0898156122.01.THUMBZZZ.jpg,21.0,4.428571428571429
Legwork (Casey Jones Mysteries),Katy Munger,0380791366,1997,http://images.amazon.com/images/P/0380791366.01.THUMBZZZ.jpg,11.0,0.8181818181818182
Miss America,Howard Stern,0060391677,1995,http://images.amazon.com/images/P/0060391677.01.THUMBZZZ.jpg,19.0,3.3684210526315788
PRIVATE PARTS,Howard Stern,0671880160,1993,http://images.amazon.com/images/P/0671880160.01.THUMBZZZ.jpg,16.0,2.75
Flower Net,Lisa See,0061095435,1998,http://images.amazon.com/images/P/0061095435.01.THUMBZZZ.jpg,8.0,2.625
Unbreak My Heart,Teresa Hill,0451409310,2001,http://images.amazon.com/images/P/0451409310.01.THUMBZZZ.jpg,8.0,1.875
Birds of America : Stories,Lorrie Moore,0312241224,1999,http://images.amazon.com/images/P/0312241224.01.THUMBZZZ.jpg,15.0,3.466666666666667
The Pharmacist's Mate,Amy Fusselman,0970335539,2001,http://images.amazon.com/images/P/0970335539.01.THUMBZZZ.jpg,8.0,4.625
Free Fall In Crimson,John Macdonald,0449144410,1982,http://images.amazon.com/images/P/0449144410.01.THUMBZZZ.jpg,12.0,1.4166666666666667
Promises to Keep,George Bernau,0446356050,1989,http://images.amazon.com/images/P/0446356050.01.THUMBZZZ.jpg,9.0,0.6666666666666666
Murder at the Gardner : A Novel of Suspense: A Homer Kelly Mystery (Penguin Crime Monthly),Jane Langton,0140113827,1989,http://images.amazon.com/images/P/0140113827.01.THUMBZZZ.jpg,8.0,2.625
The Riddle of the Third Mile,COLIN DEXTER,0553273639,1988,http://images.amazon.com/images/P/0553273639.01.THUMBZZZ.jpg,10.0,3.3
Transformation: The Breakthrough,Whitley Strieber,0380705354,1997,http://images.amazon.com/images/P/0380705354.01.THUMBZZZ.jpg,25.0,2.24
Othello (Bantam Classics),William Shakespeare,0553213024,1988,http://images.amazon.com/images/P/0553213024.01.THUMBZZZ.jpg,11.0,4.2727272727272725
Disney's The Lion King (A Golden Look-Look Book),M. Hover,0307127923,1994,http://images.amazon.com/images/P/0307127923.01.THUMBZZZ.jpg,17.0,2.764705882352941
Die Versteigerung von No. 49.,Thomas Pynchon,3499135507,1994,http://images.amazon.com/images/P/3499135507.01.THUMBZZZ.jpg,10.0,1.9
Lucky Jim (Essential.penguin S.),Kingsley Amis,0140278702,1998,http://images.amazon.com/images/P/0140278702.01.THUMBZZZ.jpg,8.0,3.0
The Hornet's Nest: A Novel of the Revolutionary War,Jimmy Carter,0743255429,2003,http://images.amazon.com/images/P/0743255429.01.THUMBZZZ.jpg,11.0,2.5454545454545454
"Father'S Day (Harlequin Romance, No 3130)",Debbie MacOmber,0373031300,1991,http://images.amazon.com/images/P/0373031300.01.THUMBZZZ.jpg,10.0,1.2
Dragonquest Achille Cover,Anne Mccaffrey,0345284259,1979,http://images.amazon.com/images/P/0345284259.01.THUMBZZZ.jpg,9.0,5.222222222222222
The New Girls,Beth Gutcheon,0060977027,1996,http://images.amazon.com/images/P/0060977027.01.THUMBZZZ.jpg,14.0,3.5
Taking Lives,MICHAEL PYE,1400075734,2004,http://images.amazon.com/images/P/1400075734.01.THUMBZZZ.jpg,8.0,1.5
The Evidence Against Her: A Novel,Robb Forman Dew,0316095575,2002,http://images.amazon.com/images/P/0316095575.01.THUMBZZZ.jpg,9.0,1.5555555555555556
No Ordinary Time: Franklin and Eleanor Roosevelt: The Home Front in World War II,Doris Kearns Goodwin,0684804484,1995,http://images.amazon.com/images/P/0684804484.01.THUMBZZZ.jpg,11.0,2.4545454545454546
Killer Market: A Deborah Knott Mystery (Deborah Knott Mysteries (Hardcover)),Margaret Maron,0892966548,1997,http://images.amazon.com/images/P/0892966548.01.THUMBZZZ.jpg,13.0,2.4615384615384617
"Thinking Out Loud: On the Personal, the Political, the Public and the Private",Anna Quindlen,0679407111,1993,http://images.amazon.com/images/P/0679407111.01.THUMBZZZ.jpg,11.0,0.8181818181818182
Gator Aide (Rachel Porter Mysteries),Jessica Speart,0380792885,1997,http://images.amazon.com/images/P/0380792885.01.THUMBZZZ.jpg,9.0,3.5555555555555554
Death And Faxes,Leslie O'Kane,0373262485,1997,http://images.amazon.com/images/P/0373262485.01.THUMBZZZ.jpg,11.0,2.3636363636363638
Homicide and Old Lace: A Mandy Dyer Mystery (Mandy Dyer Mystery),Dolores Johnson,0440235243,2000,http://images.amazon.com/images/P/0440235243.01.THUMBZZZ.jpg,8.0,1.0
Grievous Sin: A Peter Decker/Rina Lazarus Mystery (Peter Decker &amp; Rina Lazarus Novels (Hardcover)),Faye Kellerman,0688105548,1993,http://images.amazon.com/images/P/0688105548.01.THUMBZZZ.jpg,15.0,2.6
The PMS Outlaws: An Elizabeth Macpherson Novel (Elizabeth MacPherson Novels (Hardcover)),Sharyn McCrumb,0345382315,2000,http://images.amazon.com/images/P/0345382315.01.THUMBZZZ.jpg,19.0,3.526315789473684
The Astronaut's Wife,Robert Tine,0312970188,1999,http://images.amazon.com/images/P/0312970188.01.THUMBZZZ.jpg,8.0,2.125
The World's Religions: Our Great Wisdom Traditions,Huston Smith,0062508113,1991,http://images.amazon.com/images/P/0062508113.01.THUMBZZZ.jpg,14.0,5.5
On Mexican Time: A New Life in San Miguel,Tony Cohan,0767903196,2001,http://images.amazon.com/images/P/0767903196.01.THUMBZZZ.jpg,13.0,4.153846153846154
Witches Abroad,Terry Pratchett,0061020613,2002,http://images.amazon.com/images/P/0061020613.01.THUMBZZZ.jpg,18.0,4.222222222222222
Ramses: The Son of Light - Volume I (Vol 1),Christian Jacq,0446673560,1997,http://images.amazon.com/images/P/0446673560.01.THUMBZZZ.jpg,20.0,3.5
